TIGERs Mannheim,Timestamp,PlaceX,PlaceY,BallX,BallY
5862,1562407130.870529,-3.169815185546875,-4.29,-3.167341796875,-4.30773876953125
5863,1562407130.879216,-3.169815185546875,-4.29,-3.167341796875,-4.30773876953125
5864,1562407130.879229,-3.169815185546875,-4.29,-3.167341796875,-4.30773876953125
5865,1562407130.882567,-3.169815185546875,-4.29,-3.167341796875,-4.30773876953125
5866,1562407130.885326,-3.169815185546875,-4.29,-3.167341796875,-4.30773876953125
5867,1562407130.88534,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5868,1562407130.892983,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5869,1562407130.892996,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5870,1562407130.900592,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5871,1562407130.900605,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5872,1562407130.9068,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5873,1562407130.906812,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5874,1562407130.907815,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5875,1562407130.913203,-3.169815185546875,-4.29,-3.168357666015625,-4.297947265625
5876,1562407130.913236,-3.169815185546875,-4.29,-3.163892578125,-4.29683544921875
5877,1562407130.918961,-3.169815185546875,-4.29,-3.163892578125,-4.29683544921875
5878,1562407130.918994,-3.169815185546875,-4.29,-3.163892578125,-4.29683544921875
5879,1562407130.926774,-3.169815185546875,-4.29,-3.163892578125,-4.29683544921875
5880,1562407130.926792,-3.169815185546875,-4.29,-3.160236328125,-4.30879052734375
5881,1562407130.930578,-3.169815185546875,-4.29,-3.160236328125,-4.30879052734375
5882,1562407130.930612,-3.169815185546875,-4.29,-3.160236328125,-4.30879052734375
5883,1562407130.933043,-3.169815185546875,-4.29,-3.160236328125,-4.30879052734375
5884,1562407130.939323,-3.169815185546875,-4.29,-3.160236328125,-4.30879052734375
5885,1562407130.939358,-3.169815185546875,-4.29,-3.1660009765625,-4.3044873046875
5886,1562407130.945472,-3.169815185546875,-4.29,-3.1660009765625,-4.3044873046875
5887,1562407130.945495,-3.169815185546875,-4.29,-3.1660009765625,-4.3044873046875
5888,1562407130.952539,-3.169815185546875,-4.29,-3.1660009765625,-4.3044873046875
5889,1562407130.952561,-3.169815185546875,-4.29,-3.161649658203125,-4.29847314453125
5890,1562407130.958244,-3.169815185546875,-4.29,-3.161649658203125,-4.29847314453125
5891,1562407130.961518,-3.169815185546875,-4.29,-3.161649658203125,-4.29847314453125
5892,1562407130.96154,-3.169815185546875,-4.29,-3.161649658203125,-4.29847314453125
5893,1562407130.966664,-3.169815185546875,-4.29,-3.161649658203125,-4.29847314453125
5894,1562407130.966691,-3.169815185546875,-4.29,-3.15959716796875,-4.300478515625
5895,1562407130.976026,-3.169815185546875,-4.29,-3.15959716796875,-4.300478515625
5896,1562407130.976048,-3.169815185546875,-4.29,-3.15959716796875,-4.300478515625
5897,1562407130.981804,-3.169815185546875,-4.29,-3.15959716796875,-4.300478515625
5898,1562407130.981843,-3.169815185546875,-4.29,-3.160318603515625,-4.3009287109375
5899,1562407130.983513,-3.169815185546875,-4.29,-3.160318603515625,-4.3009287109375
5900,1562407130.990182,-3.169815185546875,-4.29,-3.160318603515625,-4.3009287109375
5901,1562407130.990204,-3.169815185546875,-4.29,-3.160318603515625,-4.3009287109375
5902,1562407130.994605,-3.169815185546875,-4.29,-3.160318603515625,-4.3009287109375
5903,1562407130.994626,-3.169815185546875,-4.29,-3.160464599609375,-4.29949560546875
5904,1562407130.999133,-3.169815185546875,-4.29,-3.160464599609375,-4.29949560546875
5905,1562407130.999156,-3.169815185546875,-4.29,-3.160464599609375,-4.29949560546875
5906,1562407131.007373,-3.169815185546875,-4.29,-3.160464599609375,-4.29949560546875
5907,1562407131.007396,-3.169815185546875,-4.29,-3.162405029296875,-4.3034072265625
5908,1562407131.008718,-3.169815185546875,-4.29,-3.162405029296875,-4.3034072265625
5909,1562407131.012008,-3.169815185546875,-4.29,-3.162405029296875,-4.3034072265625
5910,1562407131.01203,-3.169815185546875,-4.29,-3.162405029296875,-4.3034072265625
5911,1562407131.020516,-3.169815185546875,-4.29,-3.162405029296875,-4.3034072265625
5912,1562407131.020539,-3.169815185546875,-4.29,-3.162034423828125,-4.29718798828125
5913,1562407131.026293,-3.169815185546875,-4.29,-3.162034423828125,-4.29718798828125
5914,1562407131.026315,-3.169815185546875,-4.29,-3.162034423828125,-4.29718798828125
5915,1562407131.033952,-3.169815185546875,-4.29,-3.162034423828125,-4.29718798828125
5916,1562407131.034898,-3.169815185546875,-4.29,-3.162034423828125,-4.29718798828125
5917,1562407131.03492,-3.169815185546875,-4.29,-3.16017333984375,-4.2952041015625
5918,1562407131.044094,-3.169815185546875,-4.29,-3.16017333984375,-4.2952041015625
5919,1562407131.044116,-3.169815185546875,-4.29,-3.16017333984375,-4.2952041015625
5920,1562407131.048946,-3.169815185546875,-4.29,-3.16017333984375,-4.2952041015625
5921,1562407131.048987,-3.169815185546875,-4.29,-3.15933349609375,-4.298197265625
5922,1562407131.059108,-3.169815185546875,-4.29,-3.15933349609375,-4.298197265625
5923,1562407131.063514,-3.169815185546875,-4.29,-3.15933349609375,-4.298197265625
5924,1562407131.063536,-3.169815185546875,-4.29,-3.160697265625,-4.29079150390625
5925,1562407131.068719,-3.169815185546875,-4.29,-3.160697265625,-4.29079150390625
5926,1562407131.068957,-3.169815185546875,-4.29,-3.160697265625,-4.29079150390625
5927,1562407131.076494,-3.169815185546875,-4.29,-3.160697265625,-4.29079150390625
5928,1562407131.076517,-3.169815185546875,-4.29,-3.159084716796875,-4.29756005859375
5929,1562407131.080031,-3.169815185546875,-4.29,-3.159084716796875,-4.29756005859375
5930,1562407131.080057,-3.169815185546875,-4.29,-3.159084716796875,-4.29756005859375
5931,1562407131.084419,-3.169815185546875,-4.29,-3.159084716796875,-4.29756005859375
5932,1562407131.089143,-3.169815185546875,-4.29,-3.159084716796875,-4.29756005859375
5933,1562407131.089193,-3.169815185546875,-4.29,-3.156406005859375,-4.296501953125
5934,1562407131.091486,-3.169815185546875,-4.29,-3.156406005859375,-4.296501953125
5935,1562407131.09151,-3.169815185546875,-4.29,-3.156406005859375,-4.296501953125
5936,1562407131.100837,-3.169815185546875,-4.29,-3.156406005859375,-4.296501953125
5937,1562407131.100867,-3.169815185546875,-4.29,-3.156406005859375,-4.296501953125
5938,1562407131.102749,-3.169815185546875,-4.29,-3.156406005859375,-4.296501953125
5939,1562407131.102764,-3.169815185546875,-4.29,-3.159741943359375,-4.29662060546875
5940,1562407131.109628,-3.169815185546875,-4.29,-3.159741943359375,-4.29662060546875
5941,1562407131.111169,-3.169815185546875,-4.29,-3.159741943359375,-4.29662060546875
5942,1562407131.111188,-3.169815185546875,-4.29,-3.159741943359375,-4.29662060546875
5943,1562407131.116289,-3.169815185546875,-4.29,-3.159741943359375,-4.29662060546875
5944,1562407131.116311,-3.169815185546875,-4.29,-3.15927783203125,-4.296869140625
5945,1562407131.12336,-3.169815185546875,-4.29,-3.15927783203125,-4.296869140625
5946,1562407131.123392,-3.169815185546875,-4.29,-3.15927783203125,-4.296869140625
5947,1562407131.132486,-3.169815185546875,-4.29,-3.15927783203125,-4.296869140625
5948,1562407131.132516,-3.169815185546875,-4.29,-3.161941650390625,-4.2972841796875
5949,1562407494.433031,5.775,-4.29,6.1596689453125,-1.5684398193359375
5950,1562407494.435924,5.775,-4.29,6.1596689453125,-1.5684398193359375
5951,1562407494.435947,5.775,-4.29,6.16206591796875,-1.564913330078125
5952,1562407494.438623,5.775,-4.29,6.16206591796875,-1.564913330078125
5953,1562407494.438646,5.775,-4.29,6.16206591796875,-1.564913330078125
5954,1562407494.449055,5.775,-4.29,6.16927783203125,-1.561872802734375
5955,1562407494.449087,5.775,-4.29,6.16927783203125,-1.561872802734375
5956,1562407494.453367,5.775,-4.29,6.16927783203125,-1.561872802734375
5957,1562407494.45339,5.775,-4.29,6.16927783203125,-1.561872802734375
5958,1562407494.45833,5.775,-4.29,6.16927783203125,-1.561872802734375
